# Clustered 160 partitions into 31 clusters.
ClusterId1 ClusterId2 Distance
3 26 0.0081131965425128
3 27 0.0111477928850811
3 28 0.0131677942851828
3 29 0.0172063060464057
3 30 0.0157724613599036
3 31 0.0141792033085117
4 5 0.0137523472172915
4 6 0.012158118501117
4 7 0.0111476763422821
4 8 0.00304663648805137
4 9 0.00203202547054965
4 10 0.010138180857777
4 11 0.0157723049060799
4 12 0.0141790334947698
4 13 0.00811274566945652
4 14 0.0121584623528558
4 15 0.00811312951021487
4 16 0.0172036983293132
4 17 0.0187981186918373
4 18 0.0111486121132989
4 19 0.0101373626373626
4 20 0.00406031560490944
4 21 0.010138180857777
4 22 0.0161962590193986
4 23 0.0111486121132989
4 24 0.015187639892349
4 25 0.0131704398555704
4 26 0.00710137996197235
4 27 0.0182135353467042
4 28 0.0121582850898606
4 29 0.0182135353467042
4 30 0.0228252622967492
4 31 0.0212353624833672
5 6 0.00768619854721558
5 7 0.00667345100653871
5 8 0.0167808953878232
5 9 0.0157723039023669
5 10 0.0157727721110007
5 11 0.00203202158231192
5 12 0.0097117109906017
5 13 0.0117335162913696
5 14 0.01130310943239
5 15 0.0137523472172915
5 16 0.00623947685032578
5 17 0.00507584979867032
5 18 0.0167808953878232
5 19 0.0137553548146768
5 20 0.0177885648480985
5 21 0.0157727721110007
5 22 0.0117335162913696
5 23 0.018375215257751
5 24 0.0107226094795939
5 25 0.0187981176298409
5 26 0.0208116592519968
5 27 0.0137553548146768
5 28 0.015773506445195
5 29 0.0137553548146768
5 30 0.00912686183872641
5 31 0.016783992485483
6 7 0.00507586947393029
6 8 0.00912407055323544
6 9 0.0141790251473988
6 10 0.00811271062757701
6 11 0.00971170356870416
6 12 0.00203203062987345
6 13 0.00406033618539148
6 14 0.0161960527173575
6 15 0.0121581185011171
6 16 0.0111486381537692
6 17 0.00667346776098882
6 18 0.00912407055323544
6 19 0.00608865710560619
6 20 0.0161962372095673
6 21 0.00811271062757701
6 22 0.00406033618539148
6 23 0.0172038722734509
6 24 0.00912691410522115
6 25 0.0111477527551073
6 26 0.0131677366143466
6 27 0.00608865710560619
6 28 0.00811327334867812
6 29 0.0121610772145266
6 30 0.0107226543359055
6 31 0.00912698504896553
7 8 0.014179022893098
7 9 0.0091240509380402
7 10 0.0131699674764074
7 11 0.00464516732755499
7 12 0.00304664518840181
7 13 0.009126919884623
7 14 0.015187456396163
7 15 0.011147676342282
7 16 0.0101377345399581
7 17 0.00768621141972831
7 18 0.014179022893098
7 19 0.00710141553361904
7 20 0.0151876238397498
7 21 0.0131699674764074
7 22 0.009126919884623
7 23 0.0222403870759126
7 24 0.00406033105089404
7 25 0.0121581749579923
7 26 0.0182135087824016
7 27 0.00710141553361904
7 28 0.013170632317809
7 29 0.00710141553361904
7 30 0.0117335470128229
7 31 0.010138358058108
8 9 0.00507586335323323
8 10 0.00710135453420818
8 11 0.018798113816774
8 12 0.011147756289697
8 13 0.00507308884899627
8 14 0.0151883921671799
8 15 0.0111486121132988
8 16 0.0202267870224545
8 17 0.0157724349237102
8 18 0.00811317593365368
8 19 0.00710048426150134
8 20 0.00710136644273829
8 21 0.00710135453420818
8 22 0.0131677449556674
8 23 0.00811317593365368
8 24 0.018213511358509
8 25 0.0101377782312358
8 26 0.00406033105089404
8 27 0.0151877768540861
8 28 0.00912417753597927
8 29 0.0212353299671494
8 30 0.0198050819006027
8 31 0.0182137232211548
9 10 0.0121609219549663
9 11 0.0137524148718452
9 12 0.0121581807455527
9 13 0.0101373466038869
9 14 0.0141793410831308
9 15 0.0101377126491431
9 16 0.0192200116092371
9 17 0.016780993610753
9 18 0.0131704350387905
9 19 0.00811277705345498
9 20 0.00608861345690598
9 21 0.0121609219549663
9 22 0.0182135193700421
9 23 0.0131704350387905
9 24 0.0131677088241596
9 25 0.0111486641584125
9 26 0.00912690226604257
9 27 0.0161963617461521
9 28 0.0141792194714936
9 29 0.0161963617461521
9 30 0.0208118061444343
9 31 0.0192209350416528
10 11 0.0177909017428318
10 12 0.010137316459749
10 13 0.0121582214363273
10 14 0.0141798092917647
10 15 0.010138180857777
10 16 0.019220479817871
10 17 0.0147638422768079
10 18 0.00710135453420829
10 19 0.0141791658809853
10 20 0.0141799609188614
10 21 0.00608907070686082
10 22 0.0121582214363273
10 23 0.0151885144554575
10 24 0.0172062772126795
10 25 0.00912687882787161
10 26 0.0111486971982779
10 27 0.0141791658809853
10 28 0.0161964296372219
10 29 0.0141791658809853
10 30 0.0187983079994025
10 31 0.0172064740542258
11 12 0.00768621722396767
11 13 0.0137553397192862
11 14 0.013326745985725
11 15 0.0157723049060799
11 16 0.00826776311251842
11 17 0.0030466335799233
11 18 0.0187981138167739
11 19 0.0117335630471224
11 20 0.0198048739510037
11 21 0.0177909017428319
11 22 0.0137553397192862
11 23 0.0203924336867017
11 24 0.00869804312360339
11 25 0.0167809935605086
11 26 0.022825251586354
11 27 0.0117335630471224
11 28 0.0177916785184442
11 29 0.0117335630471224
11 30 0.00710136807209238
11 31 0.0147649638961312
12 13 0.00608864941620008
12 14 0.0182132836421736
12 15 0.0141790334947698
12 16 0.0131704741557908
12 17 0.00464517506119971
12 18 0.011147756289697
12 19 0.00406034643322772
12 20 0.0182135059075816
12 21 0.010137316459749
12 22 0.00608864941620008
12 23 0.0192202250150825
12 24 0.00710140207010429
12 25 0.00912410970271138
12 26 0.0151877608675613
12 27 0.00406034643322772
12 28 0.0101378997134164
12 29 0.0101383360092428
12 30 0.00869807131748573
12 31 0.00710145095898063
13 14 0.0202268352051116
13 15 0.0161962590193985
13 16 0.0151886181620382
13 17 0.0107226568942772
13 18 0.0131677449556674
13 19 0.00203203576084932
13 20 0.0121582428190609
13 21 0.0121582214363274
13 22 0.00811325288112053
13 23 0.0131677449556674
13 24 0.0131706061026096
13 25 0.0151877656742922
13 26 0.00912414874467216
13 27 0.0101378869352649
13 28 0.00406035665294924
13 29 0.0161992900196701
13 30 0.0147644952229534
13 31 0.013170712943302
14 15 0.00406029491056559
14 16 0.00507303245756852
14 17 0.0163580496299451
14 18 0.00710133230398535
14 19 0.0222404476363363
14 20 0.00811315020455872
14 21 0.0141798092917646
14 22 0.0121581610052922
14 23 0.00710133230398535
14 24 0.0111477130892252
14 25 0.00912684414021897
14 26 0.0111486462841345
14 27 0.0141790836282361
14 28 0.0161963218711492
14 29 0.0141790836282361
14 30 0.0123164508834772
14 31 0.0172063521566896
15 16 0.00912401162645632
15 17 0.0187981186918373
15 18 0.00304663648805137
15 19 0.0182135353467042
15 20 0.00406031560490944
15 21 0.010138180857777
15 22 0.00811274566945652
15 23 0.0111486121132989
15 24 0.00710044676706295
15 25 0.00507586819142847
15 26 0.00710137996197235
15 27 0.0101373626373626
15 28 0.0121582850898606
15 29 0.0101373626373626
15 30 0.0147638981460245
15 31 0.0131701536924525
16 17 0.0113060173030499
16 18 0.012158112697581
16 19 0.0172068104545961
16 20 0.0131676280361516
16 21 0.019220479817871
16 22 0.00710139183549763
16 23 0.012158112697581
16 24 0.00608863018652228
16 25 0.0141790241606425
16 26 0.0161962448825227
16 27 0.00912693238964429
16 28 0.0111487758945386
16 29 0.00912693238964429
16 30 0.00725505106090624
16 31 0.0121611040763931
17 18 0.0157724349237101
17 19 0.00869808157943752
17 20 0.0228252429849258
17 21 0.0147638422768079
17 22 0.0107226568942772
17 23 0.0173667547936379
17 24 0.0117335437793684
17 25 0.0137525160048573
17 26 0.0198050760732683
17 27 0.00869808157943752
17 28 0.0147645182488829
17 29 0.0147649360430266
17 30 0.00406032590932442
17 31 0.0117336329404034
18 19 0.0151877768540861
18 20 0.00710136644273829
18 21 0.00710135453420818
18 22 0.00507308884899627
18 23 0.00811317593365368
18 24 0.0101373385745998
18 25 0.00203202934270924
18 26 0.00406033105089404
18 27 0.00710048426150134
18 28 0.00912417753597927
18 29 0.0131701210700377
18 30 0.0117326131752172
18 31 0.0101374287008746
19 20 0.0141791932341696
19 21 0.0141791658809853
19 22 0.0101378869352648
19 23 0.0151877768540861
19 24 0.0111487936468033
19 25 0.0131678170700569
19 26 0.0111478623746856
19 27 0.00811328351240098
19 28 0.00608868517834116
19 29 0.0141802332368792
19 30 0.0127436092483267
19 31 0.0111488709146118
20 21 0.0141799609188614
20 22 0.0121582428190608
20 23 0.00710136644273823
20 24 0.0111477828656042
20 25 0.00912689358500374
20 26 0.00304664808053468
20 27 0.0141791932341696
20 28 0.00811280835135192
20 29 0.0141791932341696
20 30 0.0187983602116645
20 31 0.0172065126675728
21 22 0.0121582214363273
21 23 0.0151885144554575
21 24 0.0172062772126795
21 25 0.00912687882787161
21 26 0.0111486971982779
21 27 0.0141791658809853
21 28 0.0161964296372219
21 29 0.0202294519788028
21 30 0.0187983079994025
21 31 0.0111478723527841
22 23 0.0131677449556674
22 24 0.00507589387259783
22 25 0.00710047304630901
22 26 0.00912414874467216
22 27 0.00203203576084932
22 28 0.00406035665294924
22 29 0.00811559862575495
22 30 0.00667349343004198
22 31 0.00507591686899539
23 24 0.018213511358509
23 25 0.0101377782312358
23 26 0.00406033105089404
23 27 0.0151877768540861
23 28 0.00912417753597927
23 29 0.0212353299671494
23 30 0.013326933045145
23 31 0.0182137232211548
24 25 0.00811275781559934
24 26 0.0141791826906407
24 27 0.00304665673309745
24 28 0.00912699011747659
24 29 0.00304665673309745
24 30 0.00768624865119488
24 31 0.00608914859260462
25 26 0.0060886404449233
25 27 0.00507310486124046
25 28 0.0111478799508005
25 29 0.0111483092259859
25 30 0.0097089614289152
25 31 0.00811282396812296
26 27 0.0111478623746856
26 28 0.00507312082955524
26 29 0.017206493564392
26 30 0.0157726074486518
26 31 0.0141793124649964
27 28 0.00608868517834116
27 29 0.00608913997562488
27 30 0.00464518532315145
27 31 0.00304666535007725
28 29 0.0121611853438182
28 30 0.0107227334934794
28 31 0.00912703395379016
29 30 0.0107231748991665
29 31 0.00912748403636432
30 31 0.00768628218936657
